post_content,post_type,post_date,ID,seen
وهذا حاتم الأصم لما سئل عن صلاته قال : أقوم إلى صلاتي وأجعل الكعبة بين حاجبي والصراط تحت قدمي والجنة عن يميني والنار عن شمالي وملك الموت ورائي وأظنها آخر صلاتي.,post,2014-11-08 18:48:03,64,
يقول ثابت البناني : كابدت الصلاة عشرين سنة واستمتعت بها عشرين سنة.,post,2014-11-08 18:48:03,65,
يقول محمد الحمصي : رأيت ابن أبي الحواري فلما صلى قام يصلي فاستفتح بـ(الحمد لله) إلى (إياك نعبد وإياك نستعين) فطفت حول الكعبة كله ثم رجعت فإذا هو لم يتجاوزها فلم يزل يرددها حتى الصبح.,post,2014-11-08 18:48:03,66,
اشترى الربيع فرسا فغزا فيها ثم أرسل غلامه يسار فقام يصلي وربط فرسه فجاء الغلام فقال: يا ربيع أين فرسك؟ فقال : سرقت يا يسار . قال : وأنت تنظر إليها؟ قال: نعم ..إني كنت أناجي ربي فلم يشغلني عن مناجاة ربي شيء.,post,2014-11-08 18:48:04,67,
قال أبو إسحاق : ذهبت مني الصلاة وضعفت ..وإني لأصلي فما أقرأ وأنا قائم إلا البقرة وآل عمران ... رحمك الله تحزن لأنك لم تستطيع أن تقرأ في الركعة إلا البقرة وآل عمران.,post,2014-11-08 18:48:04,68,
قال أحمد بن هشام : كان يزيد وهشيم معروفين بطول صلاة الليل والنهار.,post,2014-11-08 18:48:04,69,
قال إبراهيم التيمي: إذا رأيت الرجل يتهاون في التكبيرة الأولى .. فاغسل يدك منه.,post,2014-11-08 18:48:04,70,
قال إبراهيم بن وكيع : كان أبي يصلي فلا يبقى في دارنا أحد إلا صلى ..حتى جارية لنا.,post,2014-11-08 18:48:04,71,
قال ابن كثير عن عمر : كان يصلي بالناس العشاء ثم يدخل بيته فلا يزال يصلي إلى الفجر.,post,2014-11-08 18:48:04,72,
قال ابن مهدي عن سفيان الثوري: كنت أرمقه الليلة بعد الليلة فما كان ينام إلا في أول الليل ثم ينتفض فزعا فينادي : النار النار شغلني ذكر النار عن الشهوات .. ثم يقبل على صلاته.,post,2014-11-08 18:48:04,73,
قال الأوزاعي رحمه الله : من أطال قيام الليل هوّن الله عليه وقوف يوم القيامة .,post,2014-11-08 18:48:04,74,
قال الحسين : تزوج عثمان بن أبي العاص امرأة من نساء عمر بن الخطاب فقال : والله ما نكحتها رغبة في مال ولا ولد.. ولكني أحببت أن تخبرني عن ليل عمر.,post,2014-11-08 18:48:04,75,
قال الوليد بن مسلم : ما رأيت أكثر اجتهادا في العبادة من الأوزاعي.,post,2014-11-08 18:48:04,76,
قال الوليد ين مسلم: كان سعيد بن عبدالعزيز يحيي الليل فإذا طلع الفجر جدّد وضوءه وخرج إلى المسجد.,post,2014-11-08 18:48:04,77,
قال ثابت: صحبت أنس بن مالك أربعين سنة .. ما رأيت أعبد منه.,post,2014-11-08 18:48:04,78,
قال سفيان بن عيينة : لا تكن مثل عبد سوء. لا يأتي حتى يدعى ... ائت الصلاة قبل النداء.,post,2014-11-08 18:48:04,79,
قال مالك: كان عبيد الله بن عتبة يطول الصلاة ولا يعجل عنها لأحد.,post,2014-11-08 18:48:04,80,
قال محمد الصوري: كان سعيد إذا فاتته صلاة الجماعة بكى.,post,2014-11-08 18:48:04,81,
كان علي بن الحسين إذا قام إلى الصلاة أخذته رعدة فقيل له في ذلك فقال: تدرون بين يدي من أقوم.. ومن أناجي.,post,2014-11-08 18:48:04,82,
كانت أم منصور تقول لمنصور: إن لعينيك عليك حقا ولجسمك عليك حقا فكان يقول لها : دعي عنك منصورا فإن بين النفختين نوما طويلا.,post,2014-11-08 18:48:04,83,
محيي الليل صلاة لا يقطعها إلا بدمع من الإشفاق منسجم,post,2014-11-08 18:48:04,84,
وقال أبي عثمان النهدي: تضيفت أبا هريرة سبعا .. فكان هو وامرأته وخادمه يقسمون الليل على ثلاثا يصلي هذا ثم يوقظ هذا.,post,2014-11-08 18:48:04,85,
وقد قال عمر بن الخطاب لمعاوية بن خديج: لئن نمت بالنهار لأضيعن رعيتي.. ولإن نمت بالليل لأضيعن نفسي .. فكيف بالنوم مع هذين يا معاوية.,post,2014-11-08 18:48:04,86,
اللهم اجعلنا من المصلين العابدين الذاكرين واحشرنا مع إمام المصلين صلى الله علي وسلم.,post,2014-11-08 18:48:05,87,
بكى الباكون للرحمن ليلا وباتوا دمعهم لا يسأمونا بقاع الأرض من شوق إليهم تحن متى عليها يسجدونا,post,2014-11-08 18:48:05,88,
قال أبو بكر بن عياش: رأيت حبيب بن أبي ثابت ساجداً، فلو رأيته قلت: ميت. يعني من طول السجود.,post,2014-11-08 18:48:05,89,
قال أبو قطن: ما رأيت شعبة ركع قطُّ إلا ظننت أنه نسي، ولا قعد بين السجدتين إلا ظننت أنه نسي.,post,2014-11-08 18:48:05,90,
قال ابن عباس رضي الله عنهما : ' ركعتان مُقتصدتان في تفكر خير من قيام ليلة والقلب ساه',post,2014-11-08 18:48:05,91,
قال ابن وهب: رأيت الثوري في الحرم بعد المغرب صلى ثم سجد سجدة فلم يرفه حتى نودي بالعشاء.,post,2014-11-08 18:48:05,92,
"قال الامام على - رضى الله عنه - : من أصلح بينه وبين الله أصلح الله ما بينه وبين الناس , ومن أصلح أمر آخرته , أصلح الله أمر دنياه , ومن كان من نفسه واعظ , كان عليه من الله حافظ.",post,2014-11-08 18:48:05,93,
قال بعضهم: ركع ابن الزبير يوماً فقرأت البقرة وآل عمران والنساء والمائدة وما رفع رأسه.,post,2014-11-08 18:48:05,94,
قال عبدان الأهوازي: كنا لا نصلي خلف هدبة من طول صلاته، يسبح في الركوع والسجود نيفاً وثلاثين تسبيحة.,post,2014-11-08 18:48:05,95,
قال علي بن الفضيل: رأيت الثوري ساجداً فطفت سبعة أسابيع- أي 49 شوطاً- قبل أن يرفع رأسه.,post,2014-11-08 18:48:05,96,
كان طلق بن حبيب لا يركع في صلاته إذا افتتح سورة (البقرة) حتى يبلغ (العنكبوت)، وكان يقول: أشتهي أن أقوم حتى يشتكي صلبي.,post,2014-11-08 18:48:05,97,
لما زفت إلى صلة الأشيم معاذة العدوية أدخله ابن أخيه الحمام ثم أدخله بيتا طيبا فقام يصلي حتى الصبح. وفعلت معاذة كذلك فلما أصبح عاتبه ابن أخيه على ذلك فقال له : إنك أدخلتني بيتا أذكرتني به النار ثم أدخلتني بيتا أذكرتني به الجنة فما زالت فكرتي فيهما حتى أصبحت.,post,2014-11-08 18:48:05,98,
وقال بكر بن عبد الله ' { يا ابن آدم إذا شئت أن تدخل على مولاك بغير إذن وتكلمه بلا ترجمان دخلت ؛ قيل : وكيف ذلك ؟ قال : تُسبغ وضوءك ؛ وتدخل محرابك ؛ فإذا أنت قد دخلت على مولاك بغير إذن فتُكلمه بغير ترجمان } .,post,2014-11-08 18:48:05,99,
وقيل لخلف بن أيوب ألا يُؤذيك الذباب في صلاتك فتطردها ؟ قال : لا أُعود نفسي شيئا يُفسد عليّ صلاتي ؛ قيل له وكيف تصبر على ذلك ؟ قال بلغني أن الفُساق يصبرون تحت أسواط السلطان ليُقال فلان صبور ويفتخرون بذلك ؛ فأنا قائم بين يدي ربي أفأتحرك لذبابة ..,post,2014-11-08 18:48:05,100,
وكان سعيد التنوخي إذا صلى لم تنقطع الدموع من خديه على لحيته ..,post,2014-11-08 18:48:05,101,
وكان علي بن أبي طالب رضي الله عنه وكرم وجهه إذا حضر وقت الصلاة يتزلزل ويتلون وجهه ؛ فقيل له مالك يا أمير المؤمنين ؛ فيقول جاء وقت أمانة عرضها الله على السموات والأرض والجبال فأبين أن يحملنها وأشفقن منها وحملتها ..,post,2014-11-08 18:48:05,102,
ويُروى أن الحسن نظر إلى رجل يعبث بالحصى ويقول اللهم زوجني الحور العين ؛ فقال بئس الخاطب أنت ؛ تخطب الحور العين وأنت تعبث بالحصى ..,post,2014-11-08 18:48:05,103,
ويُروى عن علي بن الحسين أنه كان إذا توضأ اصفر لونه فيقول له أهله ما هذا الذي يعتريك عند الوضوء فيقول أتدرون بين يدي من أريد أن أقوم ؟,post,2014-11-08 18:48:05,104,
أين النائمون عن صلاة الفجر و العصر الذين أنعم الله عليهم وأصحّ لهم أجسامهم ؟ وما عذرهم أمام الله تعالى ؟.    منائركم علت في كل حيٍّ ... ومسجدكم من العُبـَّـاد خالي    وصوت أذانكم في كل وادٍ ... ولكن أين صوتٌ من بلالِ,post,2014-11-08 18:48:06,105,
المحبون يقولون: نصلي فنستريح بصلاتنا، كما قال إمامهم وقدوتهم ونبيهم صلى الله عليه وسلم: « يا بلال أرحنا بالصلاة » . ولم يقل: أرحنا منها، وقال صلى الله عليه وسلم: « جُعلت قرة عيني في الصلاة » . فمن جعلت قرة عينه في الصلاة، كيف تقر عينه بدونها؟! وكيف يطيق الصبر عنها؟!,post,2014-11-08 18:48:06,106,
ذكر بعضهم أن حجراً من المنجنيق وقع على شرفة المسجد فطارت فلقة منها فمرت بين لحية ابن الزبير وحلقه، وهو قائم يصلي، فما زال عن مقامه، ولا عرف ذلك في صوته، ولا قطع لها قراءته، ولا ركع دون ما كان يركع، فكان إذا دخل في الصلاة خرج من كل شيء إليها.,post,2014-11-08 18:48:06,107,
روي أن ابن الزبير كان يوماً يصلي فسقطت حية من السقف تطوقت على بطن ابنه هاشم، فصرخ النسوة وانزعج أهل المنزل، واجتمعوا على قتل الحية، فقتلوها وسلم الولد، فعلوا هذا كله وابن الزبير في الصلاة لم يلتفت، ولا درى بما جرى لابنه حتى سلّم.,post,2014-11-08 18:48:06,108,
روي أنه وقع حريق في دار مسلم بن يسار وأطفىء، وهو يصلي، فلما ذكر ذلك له قال: ما شعرت.,post,2014-11-08 18:48:06,109,
في إحدى الغزوات قام رجل من الأنصار يصلي ليلاً، فرماه أحد المشركين بسهم فنزعه واستمر في صلاته، فرماه بسهم ثان فنزعه واستمر في صلاته، فرماه بسهم ثالث فنزعه وركع وسجد وأتم صلاته. ثم أنْبَهَ صاحبه، فلما رأى ما به من الدم قال: سبحان الله ! ألا أنبهتني أول ما رمى؟‍! قال: كنت في سورة أقرؤها فلم أحب أن أقطعها.,post,2014-11-08 18:48:06,110,
في صحيح مسلم ينقل لنا عبد الله بن مسعود رضي الله عنه صورة حية لصحابة رسول الله صلى الله عليه وسلم وحالهم مع صلاة الجماعة فيقول : ولقد رأيتنا وما يتخلف عن الصلاة إلا منافق معلوم النفاق ، ولقد رأيت الرجل يؤتى به يهادى بين الرجلين حتى يقام في الصف .,post,2014-11-08 18:48:06,111,
قال الأعمش: كان إبراهيم إذا سجد كأنه حائط، ينزل على ظهره العصافير.,post,2014-11-08 18:48:06,112,
قال بعضهم: كان عنبس بن عقبة يسجد حتى إن العصافير يقعن على ظهره وينزلن ما يحسبنه إلا جذم حائط.,post,2014-11-08 18:48:06,113,
قال ثابت البناني: كنت أمر بعبد الله بن الزبير وهو يصلي خلف المقام، كأنه خشبة منصوبة، لا يتحرك.,post,2014-11-08 18:48:06,114,
قال ميمون بن مهران: ما رأيت مسلم بن يسار ملتفتاً في صلاة قط، ولقد انهدمت ناحية من المسجد ففزع أهل السوق لهدمها، وإنه لفي المسجد يصلي فما التفت. ولما هُنىء بسلامته عجب وقال: ما شعرت.,post,2014-11-08 18:48:06,115,
قال يحيى بن وثاب: كان ابن الزبير إذا سجد وقعت العصافير على ظهره، تصعد وتنزل، ولا تراه إلا جذم حائط.,post,2014-11-08 18:48:06,116,
كان مسلم بن يسار إذا صلى كأنه وتد لا يميل هكذا ولا هكذا. وقيل: إذا صلى كأنه ثوب ملقى.,post,2014-11-08 18:48:06,117,
منهم: من إذا دخل في الصلاة خشع قلبه، وسكنت جوارحه، حتى يظن من رآه أنه جماد، بل إن الطير قد يظن ذلك المصلي حائطاً، فيقع على ظهره لشدة سكونه، وهذا السكون دليل على الراحة التي يجدها المصلي في صلاته، إذ لو لم يجد فيها راحة لم يسكن هذا السكون، فإن المرء إذا كان على وضع لا راحة له فيه تكثر حركته، والتفاته، وعبثه.,post,2014-11-08 18:48:06,118,
وكان الربيع بن خثيم يقاد إلى الصلاة وبه الفالج فقيل لـه : قد رخص لك . قال : إني أسمع     ' حي على الصلاة ' فإن استطعتم أن تأتوها فأتوها ولو حبواً .,post,2014-11-08 18:48:06,119,
ولما اشتكى سعيد عينه يوماً قالوا لـه : لو خرجت إلى العقيق فنظرت إلى الخضرة لوجدت لذلك خفة . فقال : فكيف أصنع بشهود العشاء والصبح .,post,2014-11-08 18:48:06,120,
ومنهم: من يصيبه في صلاته وجع شديد وألم، فلا يلتفت له، ويستمر في صلاته، قد أنسته لذة الصلاة شدة الوجع، حتى كأنه لا يحس به.,post,2014-11-08 18:48:06,121,
وهذا سعيد بن المسيب يقول : ما فاتتني الصلاة في جماعة منذ أربعين سنة .,post,2014-11-08 18:48:06,122,
إذا أحضر المصلي قلبه في صلاته ، فإنه يخرج من صلاته وقد غفرت خطاياه.,post,2014-11-08 18:48:07,123,
إنما حظك من الإسلام على قدر حظك من الصلاة،ورغبتك في الإسلام على قدر رغبتك من الصلاة.,post,2014-11-08 18:48:07,124,
الصلاة راحة للنفس ، فإذا أدها حق أدائها ، وجد نشاطاً وراحة وروحاً,post,2014-11-08 18:48:07,125,
الصلاة رياضة للروح تقويها وتنعشها,post,2014-11-08 18:48:07,126,
الصلاة قرة عين المؤمن ونعيم روحه وجنة قلبه ومستراحه في الدنيا,post,2014-11-08 18:48:07,127,
ثبت عنه صلى الله عليه وسلم في صحيح مسلم أنه قال ' لا يزال قوم يتأخرون حتى يؤخرهم الله     '.    قال النووي : يتأخرون أي عن الصفوف الأول حتى يؤخرهم الله تعالى عن رحمته أو عظيم فضله ورفع المنزلة وعن العلم ونحو ذلك .,post,2014-11-08 18:48:07,128,
روي عن الأعمش أنه كان قريباً من سبعين سنة لم تفته التكبيرة الأولى .,post,2014-11-08 18:48:07,129,
سئل عبدالرحمن بن مهدي عن الرجل يبني بأهله أيترك الجماعة أياماً ؟ قال : لا ، ولا صلاةً واحدةً .,post,2014-11-08 18:48:07,130,
عن أبي هريرة   أن رسول الله   قال: «والذي نفسي بيده، لقد هَمَمْتُ أن آمر بحطب فيحطب، ثم آمر بالصَّلاة فيؤذَّن لها ثم آمر رجلاً فيؤم الناس، ثم أخالف إلى رجال فأحرق عليهم بيوتهم..» [رواه البخاري ومسلم].,post,2014-11-08 18:48:07,131,
عن أبي هريرة   قال: أتى النبي   رجل أعمى فقال: يا رسول الله إنه ليس لي قائد يقودني إلى المسجد.    فسأل رسول الله ? أن يرخِّص له فيصلي في بيته، فرخَّص له، فلما ولَّى دعاه، فقال: «هل تسمع النِّداء بالصلاة؟».    فقال: نعم.    قال: «فأجِبْ» رواه مسلم.,post,2014-11-08 18:48:07,132,
قال عدي بن حاتم : ما أقيمت الصلاة منذ أسلمت إلا وأنا على وضوء .,post,2014-11-08 18:48:07,133,
قال عمر بن الخطاب  : (ما بال أقوام يتخلفون يتخلَّف بتخلفهم آخرون، والله لقد هممت أن أرسل إليهم فيُجأ (أي يُطعن) أعناقهم ثم يقال: اشهدوا الصَّلاة).,post,2014-11-08 18:48:07,134,
كل مستخف بالصلاة مستهين بها ، فهو مستخف بالإسلام مستهين به,post,2014-11-08 18:48:07,135,
وسمع عامر بن عبدالله بن الزبير المؤذن وهو يجود بنفسه (أي يحتضر) فقال : خذوا بيدي فقيل : إنك عليل . قال : أسمع داعي الله فلا أجيبه . فأخذوا بيده فدخل مع الإمام في المغرب فركع ركعة ثم مات .,post,2014-11-08 18:48:07,136,
وقال رسول الله  : «من سمع النِّداء فلم يُجب فلا صلاة له إلا من عذر» [رواه ابن ماجه والحاكم، صحيح الترغيب: 421].,post,2014-11-08 18:48:07,137,
وقال سعيد : ما أذن المؤذن منذ ثلاثين سنة إلا وأن في المسجد .,post,2014-11-08 18:48:07,138,
وقد جاء عند الترمذي وحسنه الألباني أنه صلى الله عليه وسلم قال ' من صلى لله أربعين يوماً في جماعة يدرك التكبيرة الأو لى كتب له براءتان : براءة من النار ، وبراءة من النفاق .,post,2014-11-08 18:48:07,139,
وكان إبراهيم بن ميمون أحد المحدثين يعمل صائغاً يطرق الذهب والفضة . فكان إذا رفع المطرقة فسمع النداء وضعها ولم يردها,post,2014-11-08 18:48:07,140,
